id,experiment_id,timestamp,generator_name,prompt_strategy,benchmark_name,compiles,runs_successfully,line_coverage,branch_coverage,cyclomatic_complexity,coupling_between_objects,time_cost,token_cost,correction_distance
1042,llama3-70b-8192_Java_30_humaneval_guided_tree_of_thought_f217fd48,"2025-08-13 08:38:55","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,6,2,1.014428123,1103,
1043,llama3-70b-8192_Java_31_humaneval_chain_of_thought_ee67fb42,"2025-08-13 08:41:22","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,9,0,0.616737527,854,
1044,llama3-70b-8192_Java_31_humaneval_role_playing_be1a87e3,"2025-08-13 08:41:31","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,9,0,1.013081592,1063,
1045,llama3-70b-8192_Java_31_humaneval_constraint_based_31dacfc1,"2025-08-13 08:41:39","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,10,0,0.874554968,827,
1046,llama3-70b-8192_Java_31_humaneval_guided_tree_of_thought_92ba137d,"2025-08-13 08:41:46","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,9,0,0.663500131,981,
1047,llama3-70b-8192_Java_32_humaneval_chain_of_thought_ebe4e744,"2025-08-13 08:42:24","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,11,2,1.061003579,1237,
1048,llama3-70b-8192_Java_32_humaneval_role_playing_3ed67931,"2025-08-13 08:42:33","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,81.25,75.0,13,2,1.521088919,1446,
1049,llama3-70b-8192_Java_32_humaneval_constraint_based_c16f7b9e,"2025-08-13 08:43:11","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,12,2,1.43781629,1311,
1050,llama3-70b-8192_Java_32_humaneval_guided_tree_of_thought_87854187,"2025-08-13 08:43:19","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,11,2,1.391131938,1444,
1051,llama3-70b-8192_Java_33_humaneval_chain_of_thought_4e3e1459,"2025-08-13 11:22:15","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,0.986760773,1069,
1052,llama3-70b-8192_Java_33_humaneval_role_playing_b4366c00,"2025-08-13 11:22:23","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,8,2,1.529016561,1321,
1053,llama3-70b-8192_Java_33_humaneval_constraint_based_673f0642,"2025-08-13 11:22:32","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,2,0.836359427,906,
1054,llama3-70b-8192_Java_33_humaneval_guided_tree_of_thought_066112bd,"2025-08-13 11:22:40","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,9,2,1.385709586,1313,
1055,llama3-70b-8192_Java_34_humaneval_chain_of_thought_1752dbec,"2025-08-13 11:22:48","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,0,0,0.0,0.0,5,2,0.953964804,909,
1056,llama3-70b-8192_Java_34_humaneval_role_playing_c0ad133e,"2025-08-13 11:22:56","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,0.0,6,2,1.419441896,1186,
1057,llama3-70b-8192_Java_34_humaneval_constraint_based_d53ed595,"2025-08-13 11:23:04","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,0.0,4,2,0.735234972,739,
1058,llama3-70b-8192_Java_34_humaneval_guided_tree_of_thought_54734419,"2025-08-13 11:23:13","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,7,2,1.185087692,1121,
1059,llama3-70b-8192_Java_35_humaneval_chain_of_thought_1d068a75,"2025-08-13 11:24:03","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,6,2,0.943204941,900,
1060,llama3-70b-8192_Java_35_humaneval_role_playing_dac6ebb5,"2025-08-13 11:24:10","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,0,0,0.0,0.0,6,3,1.426576677,1146,
1061,llama3-70b-8192_Java_35_humaneval_constraint_based_9cfec6f0,"2025-08-13 11:24:18","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,0,0,0.0,0.0,4,2,0.635337365,709,
1062,llama3-70b-8192_Java_35_humaneval_guided_tree_of_thought_45f73b4a,"2025-08-13 11:24:26","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,6,2,0.965462943,1019,
1063,llama3-70b-8192_Java_36_humaneval_chain_of_thought_27df7f8f,"2025-08-13 11:24:33","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,10,0,0.668717569,870,
1064,llama3-70b-8192_Java_36_humaneval_role_playing_778cc710,"2025-08-13 11:24:41","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,12,0,0.878242186,1025,
1065,llama3-70b-8192_Java_36_humaneval_constraint_based_c206ace1,"2025-08-13 11:24:50","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,11,0,0.760224518,816,
1066,llama3-70b-8192_Java_36_humaneval_guided_tree_of_thought_0523112b,"2025-08-13 11:24:58","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,12,0,0.658863302,997,
1067,llama3-70b-8192_Java_37_humaneval_chain_of_thought_5be03751,"2025-08-13 11:25:06","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,1.026060266,1038,
1068,llama3-70b-8192_Java_37_humaneval_role_playing_1711798e,"2025-08-13 11:25:14","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,8,2,1.297212737,1227,
1069,llama3-70b-8192_Java_37_humaneval_constraint_based_be9282bd,"2025-08-13 11:25:22","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,2,0.887225634,903,
1070,llama3-70b-8192_Java_37_humaneval_guided_tree_of_thought_3e5a1890,"2025-08-13 11:25:31","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,8,2,1.005144706,1163,
1071,llama3-70b-8192_Java_38_humaneval_chain_of_thought_ceaf61bc,"2025-08-13 11:25:38","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,11,2,0.78790525,943,
1072,llama3-70b-8192_Java_38_humaneval_role_playing_a9fd11e2,"2025-08-13 11:25:47","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,11,2,1.268772356,1214,
1073,llama3-70b-8192_Java_38_humaneval_constraint_based_c9f7e16a,"2025-08-13 11:25:55","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,11,2,0.755280625,860,
1074,llama3-70b-8192_Java_38_humaneval_guided_tree_of_thought_7ad076e3,"2025-08-13 11:26:03","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,14,2,1.155199656,1227,
1075,llama3-70b-8192_Java_39_humaneval_chain_of_thought_89971479,"2025-08-13 11:27:52","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,10,0,0.627450213,937,
1076,llama3-70b-8192_Java_39_humaneval_role_playing_f6cea98f,"2025-08-13 11:28:00","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,16,0,1.217407469,1271,
1077,llama3-70b-8192_Java_39_humaneval_constraint_based_97261713,"2025-08-13 11:28:08","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,9,0,0.789963072,897,
1078,llama3-70b-8192_Java_39_humaneval_guided_tree_of_thought_9dc0be1f,"2025-08-13 11:28:16","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,12,0,0.681990027,1077,
1079,llama3-70b-8192_Java_40_humaneval_chain_of_thought_2cae43fd,"2025-08-13 11:28:24","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,10,2,1.032380776,1096,
1080,llama3-70b-8192_Java_40_humaneval_role_playing_0991c9c7,"2025-08-13 11:28:32","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,10,2,1.160165289,1217,
1081,llama3-70b-8192_Java_40_humaneval_constraint_based_dbbaffe4,"2025-08-13 11:28:40","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,10,2,0.948496277,992,
1082,llama3-70b-8192_Java_40_humaneval_guided_tree_of_thought_e38ca5d5,"2025-08-13 11:28:48","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,11,2,1.010449114,1209,
1083,llama3-70b-8192_Java_41_humaneval_chain_of_thought_94d39929,"2025-08-13 11:28:56","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,5,0,0.783477985,904,
1084,llama3-70b-8192_Java_41_humaneval_role_playing_a9e93075,"2025-08-13 11:29:04","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,0.0,6,0,1.046598217,1109,
1085,llama3-70b-8192_Java_41_humaneval_constraint_based_3feffafb,"2025-08-13 11:29:12","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,0.0,4,0,0.549813849,732,
1086,llama3-70b-8192_Java_41_humaneval_guided_tree_of_thought_233901dd,"2025-08-13 11:29:20","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,6,0,0.733639216,1011,
1087,llama3-70b-8192_Java_42_humaneval_chain_of_thought_eb763b2f,"2025-08-13 11:29:28","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,5,2,0.999155855,988,
1088,llama3-70b-8192_Java_42_humaneval_role_playing_751923c7,"2025-08-13 11:29:37","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,6,2,1.634591825,1251,
1089,llama3-70b-8192_Java_42_humaneval_constraint_based_2e02b72f,"2025-08-13 11:29:44","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,0,0,0.0,0.0,6,2,1.215707618,965,
1090,llama3-70b-8192_Java_42_humaneval_guided_tree_of_thought_245a5659,"2025-08-13 11:29:52","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,6,2,0.947391253,1095,
1091,llama3-70b-8192_Java_43_humaneval_chain_of_thought_30d3791d,"2025-08-13 11:31:10","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,8,2,0.853232083,1016,
1092,llama3-70b-8192_Java_43_humaneval_role_playing_3133056a,"2025-08-13 11:31:18","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,10,2,1.246089464,1219,
1093,llama3-70b-8192_Java_43_humaneval_constraint_based_e88231e1,"2025-08-13 11:31:26","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,2,0.838162723,918,
1094,llama3-70b-8192_Java_43_humaneval_guided_tree_of_thought_e020fffd,"2025-08-13 11:31:34","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,2,1.020176805,1173,
1095,llama3-70b-8192_Java_44_humaneval_chain_of_thought_5283c6de,"2025-08-13 11:31:48","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,9,0,0.927366727,893,
1096,llama3-70b-8192_Java_44_humaneval_role_playing_e71de314,"2025-08-13 11:31:57","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,7,0,1.317540657,1090,
1097,llama3-70b-8192_Java_44_humaneval_constraint_based_1b714c71,"2025-08-13 11:32:04","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,5,0,0.624017055,724,
1098,llama3-70b-8192_Java_44_humaneval_guided_tree_of_thought_cf01091b,"2025-08-13 11:32:18","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,7,0,0.756391913,970,
1099,llama3-70b-8192_Java_45_humaneval_chain_of_thought_3da850ee,"2025-08-13 11:32:26","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,5,0,0.814756877,835,
1100,llama3-70b-8192_Java_45_humaneval_role_playing_f273e064,"2025-08-13 11:32:34","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,0.0,6,0,0.979782182,965,
1101,llama3-70b-8192_Java_45_humaneval_constraint_based_7dfde461,"2025-08-13 11:32:42","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,4,0,0.887427646,734,
1102,llama3-70b-8192_Java_45_humaneval_guided_tree_of_thought_e72cd10f,"2025-08-13 11:32:50","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,7,0,1.178230661,1076,
1103,llama3-70b-8192_Java_46_humaneval_chain_of_thought_517da786,"2025-08-13 11:32:58","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,9,2,0.803125332,1038,
1104,llama3-70b-8192_Java_46_humaneval_role_playing_8a1ed838,"2025-08-13 11:33:06","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,14,2,1.410062866,1325,
1105,llama3-70b-8192_Java_46_humaneval_constraint_based_0fb3ab3f,"2025-08-13 11:33:14","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,2,0.722784805,949,
1106,llama3-70b-8192_Java_46_humaneval_guided_tree_of_thought_1ec1fa56,"2025-08-13 11:33:22","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,13,2,0.968317325,1228,
1107,llama3-70b-8192_Java_47_humaneval_chain_of_thought_716175eb,"2025-08-13 11:35:50","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,7,2,0.967955017,948,
1108,llama3-70b-8192_Java_47_humaneval_role_playing_26d80429,"2025-08-13 11:35:58","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,0,0,0.0,0.0,7,2,1.292151068,1176,
1109,llama3-70b-8192_Java_47_humaneval_constraint_based_a4e29d16,"2025-08-13 11:36:05","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,7,2,0.971753357,882,
1110,llama3-70b-8192_Java_47_humaneval_guided_tree_of_thought_0dc4988d,"2025-08-13 11:36:14","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,8,2,0.991033972,1095,
1111,llama3-70b-8192_Java_48_humaneval_chain_of_thought_e1b80684,"2025-08-13 11:36:21","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,8,0,0.64250658,824,
1112,llama3-70b-8192_Java_48_humaneval_role_playing_72215490,"2025-08-13 11:36:29","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,10,0,0.980925429,1008,
1113,llama3-70b-8192_Java_48_humaneval_constraint_based_7bc72d03,"2025-08-13 11:36:37","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,10,0,0.798564562,800,
1114,llama3-70b-8192_Java_48_humaneval_guided_tree_of_thought_c69a849c,"2025-08-13 11:36:45","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,10,0,0.659645694,949,
1115,llama3-70b-8192_Java_49_humaneval_chain_of_thought_74a08178,"2025-08-13 11:36:53","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,6,0,0.601460908,831,
1116,llama3-70b-8192_Java_49_humaneval_role_playing_a23054c6,"2025-08-13 11:37:01","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,9,0,1.081557214,1099,
1117,llama3-70b-8192_Java_49_humaneval_constraint_based_0479000c,"2025-08-13 11:37:09","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,0,0.0,0.0,5,0,0.81609877,780,
1118,llama3-70b-8192_Java_49_humaneval_guided_tree_of_thought_80b11a4e,"2025-08-13 11:37:17","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,8,0,0.764266676,1008,
1119,llama3-70b-8192_Java_50_humaneval_chain_of_thought_0f65893d,"2025-08-13 11:37:24","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,10,0,0.709504985,873,
1120,llama3-70b-8192_Java_50_humaneval_role_playing_7423da0b,"2025-08-13 11:37:33","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,12,0,1.31226992,1186,
1121,llama3-70b-8192_Java_50_humaneval_constraint_based_0c26fe8f,"2025-08-13 11:37:41","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,10,0,0.712943463,789,
1122,llama3-70b-8192_Java_50_humaneval_guided_tree_of_thought_600306d2,"2025-08-13 11:37:48","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,0,0.0,0.0,9,0,0.694304926,1001,
1123,llama3-70b-8192_Java_51_humaneval_chain_of_thought_596819ed,"2025-08-13 11:39:23","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,8,0,0.733975086,891,
1124,llama3-70b-8192_Java_51_humaneval_role_playing_b420712d,"2025-08-13 11:39:31","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,10,0,1.164901191,1129,
1125,llama3-70b-8192_Java_51_humaneval_constraint_based_701327b7,"2025-08-13 11:39:39","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,0,0.733347108,800,
1126,llama3-70b-8192_Java_51_humaneval_guided_tree_of_thought_09c37c13,"2025-08-13 11:39:47","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,0,0.969252008,1106,
1127,llama3-70b-8192_Java_52_humaneval_chain_of_thought_7efdb710,"2025-08-13 11:39:55","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,2,0.971987988,919,
1128,llama3-70b-8192_Java_52_humaneval_role_playing_9037d139,"2025-08-13 11:40:03","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,8,2,1.064599631,1057,
1129,llama3-70b-8192_Java_52_humaneval_constraint_based_6df4ea14,"2025-08-13 11:40:11","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,2,0.727697557,763,
1130,llama3-70b-8192_Java_52_humaneval_guided_tree_of_thought_eec80d36,"2025-08-13 11:40:19","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,2,1.281320709,1127,
1131,llama3-70b-8192_Java_53_humaneval_chain_of_thought_4a2d6065,"2025-08-13 11:40:27","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,5,0,0.628231312,729,
1132,llama3-70b-8192_Java_53_humaneval_role_playing_b5e119c1,"2025-08-13 11:40:36","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,8,0,1.187852836,1025,
1133,llama3-70b-8192_Java_53_humaneval_constraint_based_991e82a7,"2025-08-13 11:40:43","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,0.0,4,0,0.492272994,618,
1134,llama3-70b-8192_Java_53_humaneval_guided_tree_of_thought_20faec91,"2025-08-13 11:40:51","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,7,0,0.67075761,887,
1135,llama3-70b-8192_Java_54_humaneval_chain_of_thought_e597d546,"2025-08-13 11:40:59","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,0,0.0,0.0,8,2,0.89186546,983,
1136,llama3-70b-8192_Java_54_humaneval_role_playing_2adb8e18,"2025-08-13 11:41:08","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,0,0.0,0.0,14,2,1.702460717,1382,
1137,llama3-70b-8192_Java_54_humaneval_constraint_based_335f13a4,"2025-08-13 11:41:16","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,2,0.853943964,870,
1138,llama3-70b-8192_Java_54_humaneval_guided_tree_of_thought_301d5c59,"2025-08-13 11:41:24","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,11,2,1.022526579,1138,
1139,llama3-70b-8192_Java_55_humaneval_chain_of_thought_4b895816,"2025-08-13 11:41:32","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,7,0,0.550251742,762,
1140,llama3-70b-8192_Java_55_humaneval_role_playing_6c3e9433,"2025-08-13 11:42:23","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,14,0,1.47046119,1213,
1141,llama3-70b-8192_Java_55_humaneval_constraint_based_a918939f,"2025-08-13 11:42:31","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,8,0,0.610452997,696,
1142,llama3-70b-8192_Java_55_humaneval_guided_tree_of_thought_9189e221,"2025-08-13 11:42:39","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,9,0,0.694203862,926,
1143,llama3-70b-8192_Java_56_humaneval_chain_of_thought_228874b8,"2025-08-13 11:43:27","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,9,0,0.638170028,849,
1144,llama3-70b-8192_Java_56_humaneval_role_playing_57c8586d,"2025-08-13 11:43:35","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,11,0,1.051616985,1060,
1145,llama3-70b-8192_Java_56_humaneval_constraint_based_a43d1e58,"2025-08-13 11:43:43","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,10,0,0.795955014,797,
1146,llama3-70b-8192_Java_56_humaneval_guided_tree_of_thought_60cdc790,"2025-08-13 11:43:51","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,10,0,0.799742169,997,
1147,llama3-70b-8192_Java_57_humaneval_chain_of_thought_4c3eeeef,"2025-08-13 11:43:59","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,6,2,0.894810704,951,
1148,llama3-70b-8192_Java_57_humaneval_role_playing_23d48041,"2025-08-13 11:44:07","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,0,0,0.0,0.0,7,2,1.537472531,1220,
1149,llama3-70b-8192_Java_57_humaneval_constraint_based_7a01162c,"2025-08-13 11:44:15","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,6,2,0.940872275,858,
1150,llama3-70b-8192_Java_57_humaneval_guided_tree_of_thought_f58c3e45,"2025-08-13 11:44:23","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,7,2,0.8845025,1059,
1151,llama3-70b-8192_Java_58_humaneval_chain_of_thought_3ba80797,"2025-08-13 11:44:31","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,0.0,5,3,1.163525346,1056,
1152,llama3-70b-8192_Java_58_humaneval_role_playing_0c3002b1,"2025-08-13 11:44:40","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,0.0,5,3,1.224937704,1154,
1153,llama3-70b-8192_Java_58_humaneval_constraint_based_39ea8116,"2025-08-13 11:44:48","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,0.0,4,3,0.963957138,906,
1154,llama3-70b-8192_Java_58_humaneval_guided_tree_of_thought_8b49c25f,"2025-08-13 11:44:56","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,0.0,6,3,1.204265151,1198,
1155,llama3-70b-8192_Java_59_humaneval_chain_of_thought_289ea75f,"2025-08-13 11:45:03","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,0,0,0.0,0.0,10,0,0.72566162,890,
1156,llama3-70b-8192_Java_59_humaneval_role_playing_9b541b30,"2025-08-13 11:45:11","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,91.6666666666667,11,0,1.032248205,1101,
1157,llama3-70b-8192_Java_59_humaneval_constraint_based_b60ddd29,"2025-08-13 11:45:19","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,91.6666666666667,10,0,0.82898486,844,
1158,llama3-70b-8192_Java_59_humaneval_guided_tree_of_thought_f4cbdad7,"2025-08-13 11:45:27","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,91.6666666666667,11,0,0.725673625,1003,
1163,llama3-70b-8192_Java_60_humaneval_chain_of_thought_b308a897,"2025-08-13 11:54:39","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,6,0,0.60817243,826,
1164,llama3-70b-8192_Java_60_humaneval_role_playing_c392980f,"2025-08-13 11:54:47","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,5,0,0.660056966,942,
1165,llama3-70b-8192_Java_60_humaneval_constraint_based_a7f37d9f,"2025-08-13 11:54:55","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,5,0,0.579818246,734,
1166,llama3-70b-8192_Java_60_humaneval_guided_tree_of_thought_11c30aaa,"2025-08-13 11:55:03","Groq Llama (llama3-70b-8192)",humaneval_guided_tree_of_thought,humaneval,1,1,100.0,100.0,8,0,0.95595141,1069,
1167,llama3-70b-8192_Java_61_humaneval_chain_of_thought_425f58cb,"2025-08-13 11:56:13","Groq Llama (llama3-70b-8192)",humaneval_chain_of_thought,humaneval,1,1,100.0,100.0,10,0,0.851897496,908,
1168,llama3-70b-8192_Java_61_humaneval_role_playing_34865995,"2025-08-13 11:56:22","Groq Llama (llama3-70b-8192)",humaneval_role_playing,humaneval,1,1,100.0,100.0,10,0,0.855455338,1006,
1169,llama3-70b-8192_Java_61_humaneval_constraint_based_17e4f0af,"2025-08-13 11:56:29","Groq Llama (llama3-70b-8192)",humaneval_constraint_based,humaneval,1,1,100.0,100.0,9,0,0.725848733,794,
